Ship Name,Capacity (TEU),Speed (knots),Length (m),Beam (m),Draft (m),Displacement (tons),Block Coefficient
Synthetic_7841,22944,22.487871012012132,398.5686389598419,60.67528167812016,15.800605283616424,226133.3237641053,0.662611120623803
Synthetic_8316,23873,22.697700104926838,396.07725177432616,61.50545047803149,16.263745550325176,233799.99390581713,0.6901462182958906
Synthetic_3624,22944,22.5297474557389,398.5270200548544,60.60204410712098,15.861824953302879,226133.39922052968,0.7483140864007508
Synthetic_4500,21512,22.393038937323745,401.3007161682672,59.62936554672204,15.784023992710846,219666.6201067459,0.6758672551067998
Synthetic_2743,20169,24.516101890949994,399.96092917041204,57.99841711146864,15.018455090244148,210700.0169754753,0.6970649452629216
Synthetic_4521,22944,22.482035494501677,398.5952482287826,60.55207543172292,15.862377022573316,226133.33773661737,0.7664440741984502
Synthetic_6803,22944,22.50477281020934,398.44925477704464,60.650709940921345,15.809627495306803,226133.49959881726,0.6548918662578765
Synthetic_5442,23873,22.684222125576653,395.9911751275946,61.43617796605844,16.23216978629085,233799.9937468468,0.6642485974934487
Synthetic_5237,23874,22.787052061315258,396.00653347277154,61.483650337278526,16.24977321526802,233799.91904920727,0.6152233190981901
Synthetic_6975,22944,22.483246729172755,398.6281247551846,60.56743199014105,15.858004992109555,226133.3404121622,0.6335485935677845
Synthetic_3476,19041,23.267644297151346,398.3190171407003,56.440895033936464,15.756760499703343,196459.57116429418,0.6902697415001431
Synthetic_5968,23873,22.726633030539478,396.0233864399602,61.59498986326568,16.19168418218131,233800.00836284264,0.639674648330636
Synthetic_9559,16655,23.409073642131574,397.0231265801157,52.312778717673424,15.444535383674653,188825.02430143053,0.7208975903307142
Synthetic_8867,19041,23.1856666658062,398.3934634282041,56.457642605226944,15.650384236891785,196459.56376207297,0.5943352400202777
Synthetic_8444,21512,22.402753752258956,401.39095896240497,59.71881653641597,15.731901371098507,219666.71709189264,0.7315215735445944
Synthetic_4016,16656,23.51097676855191,397.00283139583047,52.28485937567497,15.389764026333781,188824.95851089075,0.5660540908953466
Synthetic_9841,20169,24.434867366691968,399.98750266543806,57.99224487589547,14.916945628751602,210699.99491794163,0.7043347704917843
Synthetic_9729,16883,22.62123696057351,398.48816781532827,57.539372754252305,15.253437250328677,160950.00688733233,0.7079139299282265
Synthetic_6673,22944,22.487319516548613,398.5233949437847,60.600678895441085,15.845973068374251,226133.31845428792,0.7335833428584482
Synthetic_3143,19041,23.29887434723027,398.31433396544884,56.42416158699376,15.69362670259296,196459.54397742447,0.6850533342391817
Synthetic_9516,21512,22.4140279457057,401.27262199783854,59.702409419745315,15.791820144825618,219666.6646173972,0.6698784342461116
Synthetic_3281,16655,23.494487950339856,397.0183336124974,52.37985734559269,15.363812018186136,188824.91350983834,0.6146104405452086
Synthetic_7885,19041,23.20550405770559,398.29724504294904,56.4091485943386,15.801197262009913,196459.58314192295,0.6240737712650143
Synthetic_5893,19041,23.36968997684569,398.3473603907958,56.432857788517,15.678250088381906,196459.56022218743,0.6395284572280235
Synthetic_4324,16884,22.56398255866728,398.43633280338804,57.54268335571798,15.348454272429585,160950.0418413981,0.7556683983161214
Synthetic_6860,16656,23.548094527936254,397.0687284946419,52.288488635516394,15.459937800064878,188824.9865960735,0.6385571200041248
Synthetic_2860,23873,22.771163508542347,396.04682398342476,61.473274076764305,16.180740693490183,233799.92503236482,0.7149009425495316
Synthetic_6210,22944,22.474608318007853,398.5896103508503,60.62026943301221,15.911856691256007,226133.34555995726,0.6149875521850785
Synthetic_2800,23874,22.774532138898692,396.04038271158896,61.52936923255123,16.18654479126434,233800.04281857781,0.6255276743426564
Synthetic_4411,16656,23.513345423379203,397.0361334254513,52.29804210314387,15.435599128873557,188825.01196332823,0.6411875554441688
Synthetic_8870,16655,23.51458922548375,397.0062310752506,52.251228204093316,15.442115093811971,188825.02360431934,0.7057256724511596
Synthetic_4579,16883,22.639271690536297,398.4180767654064,57.51155351025073,15.271596349497432,160949.96681388337,0.6525866948336887
Synthetic_1449,16884,22.677434677961976,398.45002189634465,57.522332537443475,15.215740868901621,160950.01183406854,0.7382165241400246
Synthetic_3664,20170,24.58365674927268,400.0861134469011,57.979028200527054,14.859267950903938,210699.99069929088,0.697012482796879
Synthetic_8125,16883,22.588807490440846,398.41226218566794,57.52306640345912,15.263959251818783,160949.89453579526,0.7009008651594001
Synthetic_7254,16655,23.451624459454717,397.0399741739537,52.3276042174022,15.44510314243092,188824.97902456694,0.630772821880407
Synthetic_2078,22944,22.50821558234853,398.6076132316366,60.66362264200971,15.85044134816975,226133.37597292595,0.6177348541668798
Synthetic_5283,20169,24.44424572968902,400.00369420837325,57.96809810637925,14.795539632660194,210700.0787595174,0.660228640167771
Synthetic_5412,16884,22.626807584195152,398.5465040390239,57.578856734785866,15.258433858157415,160950.01326121745,0.735378303051919
Synthetic_1776,22944,22.455589148429443,398.5786751219768,60.666010803112925,15.831180645042888,226133.40434582403,0.6813563857273848
Synthetic_1492,20170,24.53378795557182,399.9501696817595,58.01106968845904,14.977344350934422,210699.95531179072,0.6750049835821048
Synthetic_2700,22944,22.44171936954847,398.62727103604016,60.638721538566976,15.81841912834231,226133.3593943931,0.7127241656746254
Synthetic_3500,16656,23.472781233455876,396.92273958097735,52.23648442139058,15.352943535222892,188824.93334460608,0.7568739612949458
Synthetic_6703,20169,24.549016168331935,399.9781760164049,58.008432166041445,14.917297523682798,210700.10647712345,0.7230117831777526
Synthetic_4422,20169,24.53517197186305,399.96651773469847,57.96953414493648,14.823536882704209,210700.03981843163,0.6490507420767893
Synthetic_4593,22944,22.41093603816916,398.51427104156824,60.634853203603306,15.852645344381301,226133.26254583846,0.6555786065472271
Synthetic_8243,23874,22.710388688734472,395.9055389238978,61.475802987064434,16.269737191930965,233799.89619192103,0.667909837861103
Synthetic_1257,23873,22.69880893568759,396.01201640980435,61.52221501719953,16.302743828242807,233799.99085307642,0.6520425438176587
Synthetic_5154,19041,23.257259890083166,398.33620020609516,56.373624103425094,15.745607170531802,196459.64888623817,0.6743816165400416
Synthetic_4513,20169,24.44112857916253,399.9737187964063,58.035028527979954,14.84089862316127,210700.0227098727,0.5880514849815832
Synthetic_8214,16656,23.46540267736929,396.9363774578346,52.39139890812563,15.475591727879996,188824.94475062753,0.6654494296918018
Synthetic_3604,23874,22.749740460688496,395.9891732762169,61.561697564012164,16.227891647471537,233800.06039009232,0.7121257503624655
Synthetic_4713,16656,23.50583531093432,396.99413535128093,52.27616616266969,15.412431975705355,188824.97795191978,0.6494744245028171
Synthetic_7612,23873,22.658275804891854,396.06440487297306,61.439978292323396,16.153850983584995,233799.98422591801,0.6694995911846886
Synthetic_7088,16884,22.6694596082583,398.44601960641745,57.52337300020258,15.213450737399645,160950.04255942922,0.7529501455655734
Synthetic_5845,21512,22.397252767013793,401.33530182918975,59.59604610131271,15.740150545889621,219666.5433112356,0.7159729864197688
Synthetic_8258,16883,22.603630069669723,398.54489896422734,57.53329117996235,15.340956510161453,160949.98267419782,0.5220916757939538
Synthetic_9384,21512,22.334619667933573,401.30757348409264,59.69936657779663,15.720836880882398,219666.65082225992,0.7744705201239588
Synthetic_3595,20170,24.424547278931488,399.9033748950406,57.984370107447184,14.98436442744445,210699.98245766587,0.7500215866704595
Synthetic_3935,19041,23.284653962751975,398.3245508300475,56.37179050682856,15.73764467679527,196459.5106774169,0.645572165754342
Synthetic_7426,21512,22.436613818049537,401.2940155909263,59.7121146881879,15.833357482680174,219666.6496632632,0.7058147164886978
Synthetic_7584,20169,24.448282064296993,399.98048753707764,57.8952995937362,15.039285509326232,210699.99163476532,0.7390842387888694
Synthetic_1497,19041,23.270412644449348,398.331607881483,56.45965691471988,15.687379218392614,196459.5364122851,0.683592150307228
Synthetic_4765,16883,22.603201465444045,398.43378214206393,57.51887532103415,15.31665033924324,160950.0237569765,0.6260936058356887
Synthetic_1879,23874,22.67345909096686,396.01811667653266,61.473624305724314,16.292013790451676,233799.94836681653,0.6705753784343966
Synthetic_9397,21512,22.323383792743552,401.2716570966258,59.64245925775393,15.697930468117585,219666.60905402567,0.6818872343528488
Synthetic_2122,22944,22.490399307229076,398.6334513607215,60.54432481963442,15.810138382097742,226133.36433604656,0.700858611715077
Synthetic_2135,20169,24.519145295555695,400.0155430946305,58.05639657835918,14.779983460829966,210699.89043761345,0.7096753631759088
Synthetic_1309,16656,23.478996092357836,397.00954476616675,52.36381602881786,15.356356458034186,188825.03773360292,0.6731680848922406
Synthetic_7572,21512,22.352918018012865,401.32329786938817,59.708226450254614,15.626730255311006,219666.67426881928,0.6644958286873616
Synthetic_1985,19041,23.229819494976894,398.33611749995856,56.419340437617066,15.60236995300773,196459.59350938804,0.7104992627342709
Synthetic_7061,22944,22.479601412042655,398.57908443754025,60.58166698936749,15.697640212542412,226133.36369624667,0.6199046828727075
Synthetic_4971,20170,24.561530690155355,399.95147255202824,58.00038792214247,14.99242055581081,210699.8830821555,0.6456578871299388
Synthetic_3213,16655,23.5081305394647,397.06994507811174,52.28077882009539,15.414727226840304,188824.99816104854,0.6135690403255942
Synthetic_7143,16884,22.56118870635522,398.53152208543156,57.60260528172643,15.20036130424905,160950.023428752,0.6727156788906771
Synthetic_8310,16884,22.638718755087258,398.53006563260163,57.46939786803748,15.364607040473965,160949.9706587232,0.6932454869408254
Synthetic_3958,16884,22.561869869922532,398.4997625559227,57.525133836372696,15.339033276224335,160949.9605682996,0.6663027336977451
Synthetic_5632,21512,22.392883428936578,401.3722543143733,59.70869730106284,15.68774809735355,219666.61001654336,0.6459408657815803
Synthetic_6309,16655,23.482489984292883,396.96712622936604,52.24945151100929,15.382507378776877,188825.06992213466,0.5844054483812378
Synthetic_5512,16884,22.569656178151593,398.45748241955465,57.611651248990356,15.240122574849932,160949.98750255787,0.6964188265521277
Synthetic_7731,19041,23.19034826057796,398.32195418059086,56.42167827873815,15.612269682242774,196459.61954407996,0.6445447923661025
Synthetic_5064,23874,22.612406415343262,396.01847015546065,61.50518574104359,16.129566033670574,233800.03572473815,0.7588885065382822
Synthetic_6640,16884,22.585676465034243,398.48413011090685,57.55459238615523,15.303132842007857,160950.0828436298,0.6477335915431264
Synthetic_1175,16884,22.579081690556,398.5761859519231,57.50429591567941,15.342970332111223,160950.00832791626,0.741717227657395
Synthetic_6301,19041,23.319560413741883,398.3055471197924,56.36985302187952,15.725665288198362,196459.53672588742,0.7154857158708474
Synthetic_1410,23874,22.8125265631437,395.9484215922618,61.445584312394416,16.211443431868844,233799.956278138,0.6992145063183377
Synthetic_3655,22944,22.432516640776626,398.5751326724973,60.622550567672164,15.767307255331085,226133.35459912536,0.6475632876447964
Synthetic_8818,21512,22.42811241341856,401.42815536957113,59.63922949772659,15.689382819621489,219666.72808966204,0.6457720847241456
Synthetic_3283,19041,23.250153965249584,398.2994008978437,56.45395603982761,15.585649907620251,196459.56453041785,0.7285808153230462
Synthetic_9889,22944,22.471054726470406,398.54590085811213,60.586328637786146,15.849919437466493,226133.3423593751,0.6317524540924907
Synthetic_4068,16883,22.657828891102497,398.4283688130223,57.49205570046674,15.337418423617498,160950.07731660135,0.5825326629218143
Synthetic_7656,16655,23.424136805975827,396.930297704516,52.191792852444564,15.44605811792255,188824.96710450063,0.6264547893476357
Synthetic_3754,20169,24.506061328130162,399.98141951734755,57.97765112913684,14.947885549115785,210699.89675743014,0.6826575542133362
Synthetic_7456,23874,22.71191602196224,395.970730590943,61.56348133664611,16.251746139662664,233800.05345588524,0.7107548277755074
Synthetic_2106,22944,22.418437951161533,398.50680315070053,60.647980210659135,15.915544569992605,226133.40858237637,0.6694488013343941
Synthetic_4228,23874,22.68260347942776,395.99925047006775,61.55396359137377,16.2525112777431,233800.02952167307,0.7697618318859807
Synthetic_2506,20170,24.492784157037438,400.0171625504309,58.09011877227577,14.890843898291095,210700.07537244502,0.6511607757622488
Synthetic_2801,22944,22.475951801738812,398.5046845338421,60.5891510718305,15.805412241482491,226133.35789374294,0.691121891957049
Synthetic_7916,22944,22.546898982741517,398.58510956272767,60.603156480638,15.7848850170108,226133.32023682178,0.6603936865195318
Synthetic_8457,20169,24.568325693717426,399.99375378234004,58.02284054445237,14.92838335806436,210700.04370912685,0.6563534211939639
Synthetic_4108,21512,22.408682438139465,401.2940853407812,59.663796160007486,15.742657515347576,219666.64531348576,0.652902043237232
Synthetic_3804,22944,22.451092920795144,398.5944601642701,60.58137148585401,15.829981324727747,226133.29430972255,0.7224529682947146
Synthetic_1088,19041,23.226147710347533,398.28630446539205,56.49260800109049,15.735705653947651,196459.47585244486,0.6848096799552024
Synthetic_3528,19041,23.206214240238015,398.4035766868775,56.43090258480009,15.681909854904813,196459.5601041284,0.627109513454775
Synthetic_4738,20169,24.45308010678169,400.06837286554145,58.009344300451794,14.917934080899776,210700.02951704003,0.6956552450478214
Synthetic_6718,20170,24.56846420334499,399.97241643971523,58.010765831581715,14.9058795052291,210700.02655778188,0.6457523517656591
Synthetic_5802,21512,22.37325286926039,401.47499372724235,59.704698005709865,15.725452567716873,219666.75507220335,0.7562907436667649
Synthetic_6023,23873,22.720413834519555,395.96983623392566,61.55541218357398,16.23151385883099,233800.01556523895,0.7648223082515023
Synthetic_3273,21512,22.360661954281685,401.4129208138227,59.71388169428716,15.707724511143848,219666.68030522947,0.6677602842090424
Synthetic_4138,19041,23.276328663568997,398.30904362268706,56.462319059058466,15.713064944651753,196459.5415965179,0.7219697031794334
Synthetic_5883,20169,24.531177029136856,400.07793631075685,58.072285175835866,14.983546414625339,210699.93883506997,0.6970391813696053
Synthetic_7251,16884,22.624647061923252,398.444466765379,57.51645491766383,15.261889817504423,160949.9113837439,0.668028853393169
Synthetic_3384,22944,22.547827145114784,398.691264261456,60.63842921536469,15.809711407070496,226133.34033273996,0.6753910223347562
Synthetic_7733,22944,22.517955649804186,398.5364614579632,60.63333273376431,15.802447305632015,226133.43534279827,0.6263775716795961
Synthetic_6337,23873,22.689845209181122,395.9461931027246,61.539986769089346,16.281874942410653,233799.98280109707,0.6598827231004316
Synthetic_6444,23874,22.67319000609308,395.930461467623,61.5193591183298,16.231188919967177,233799.9643881171,0.6015262056508919
Synthetic_3541,16883,22.57728112798899,398.5544742105648,57.550369551685726,15.277816982090924,160950.07135276892,0.5959358460216521
Synthetic_3655,21512,22.42957859908815,401.41056931913744,59.627973990247355,15.65993475095585,219666.64273442357,0.6518246177638409
Synthetic_1470,20170,24.480356729581683,399.9340303263206,58.033384232000174,14.915870104180971,210700.01451736595,0.671226897144429
Synthetic_6660,21512,22.347494215605526,401.3444528146718,59.605189533843024,15.788532691508715,219666.6320192809,0.8105563251178626
Synthetic_5402,16656,23.52091460699548,397.0021528240922,52.320453436330226,15.423697578559445,188825.01352648213,0.5774166720479764
Synthetic_2887,21512,22.463271087872933,401.3782250718313,59.694240686357965,15.743810774038861,219666.6654960754,0.7229399085298994
Synthetic_8580,20169,24.52324676916369,400.0033375378199,57.98384287002042,14.929013293615611,210699.98335679714,0.7044153249053307
Synthetic_3083,22944,22.442830271847185,398.56725065822536,60.571918086410484,15.835248089535707,226133.30880061197,0.6999016515608416
Synthetic_2345,16656,23.533552615552242,396.9811750155242,52.3150938545797,15.423212810068245,188824.98523869406,0.637972280164721
Synthetic_8302,23874,22.756945855043593,396.0453044412151,61.57226971049836,16.223836787979554,233799.9814457571,0.5940883313867785
Synthetic_8290,23873,22.67736645915382,395.93942036289064,61.5370750396302,16.311041461685356,233799.9507397585,0.7296073592726082
Synthetic_9073,16884,22.619388089107556,398.48158374680054,57.5543867947916,15.18210116544179,160950.01657723577,0.6781236591616174
Synthetic_1619,21512,22.364744303704256,401.41165357201754,59.71801033055171,15.688651478602733,219666.70386272712,0.6445106819831281
Synthetic_7904,22944,22.526830707908626,398.59169420175476,60.69347881366342,15.822316459483917,226133.3846730743,0.6730155961073021
Synthetic_8603,20170,24.473542706495305,400.0084868647012,58.007771997861504,14.870928767788136,210700.05931539275,0.6155583749124541
Synthetic_7764,23874,22.7644368337538,395.92902341577565,61.60762883574735,16.340589820400165,233800.08125742912,0.7452051367673515
Synthetic_6642,22944,22.51300213537866,398.58973075165073,60.61898858097876,15.783930782989433,226133.31913784478,0.6924629161072664
Synthetic_2888,21512,22.37971993581075,401.2788067041741,59.57983472562345,15.732212314379348,219666.70334781805,0.6823303034670085
Synthetic_5630,16883,22.655239685462902,398.43462672386585,57.51705633112636,15.338651907234114,160949.9828495816,0.6955634214828459
