Ship Name,Capacity (TEU),Speed (knots),Length (m),Beam (m),Draft (m),Displacement (tons),Block Coefficient
Synthetic_8609,19037,23.31412702832495,398.32249258632754,56.410469349726704,15.62667785686389,196458.35139368734,0.7405004597050637
Synthetic_3930,16884,22.5688710747814,398.5667481911263,57.455181431772694,15.260700738318565,160949.86369813106,0.6114083030729242
Synthetic_2362,16884,22.60287642721657,398.53780189241365,57.437960550858165,15.30724549458738,160949.9297106138,0.6361396496264152
Synthetic_8166,22942,22.476382873174902,398.55107831379144,60.687438913465016,15.819098922578286,226128.53478080686,0.7233260156692782
Synthetic_7850,22942,22.386698848911887,398.47509591894146,60.70763523102899,15.804831091628753,226128.57001697418,0.7071166572431109
Synthetic_3404,16884,22.59427791129597,398.47697876987843,57.4324787388,15.253610308123843,160950.00809813908,0.6469995644326421
Synthetic_7610,16884,22.681980724469092,398.3995541674119,57.44490221227189,15.331223546017679,160950.03797103104,0.7041038064781217
Synthetic_2241,22942,22.566558823633528,398.589638307217,60.44768692707387,15.842150069449053,226128.5415518476,0.6860425498585232
Synthetic_6126,22942,22.486875310257133,398.58800659965584,60.62379302248277,15.83478051561774,226128.5340273834,0.68078062268381
Synthetic_1830,22942,22.512508135947712,398.70298431393076,60.68009909462694,15.790208632883655,226128.536675567,0.6721561057154969
Synthetic_6052,16884,22.555115845755097,398.48786097811063,57.53953462258198,15.367063257663439,160949.92290660215,0.688144990131217
Synthetic_8855,19038,23.29721892727178,398.33799200474766,56.45788656090876,15.73859515997199,196458.26973100076,0.5799476834423498
Synthetic_5891,19037,23.29136218133049,398.43030193419236,56.38564529692637,15.710560914854831,196458.297042479,0.6537028436080647
Synthetic_2497,22942,22.508375355508473,398.4962628304103,60.66494468019179,15.856374135887576,226128.48687938918,0.6661964810346158
Synthetic_2460,22942,22.537744225084598,398.5013371748296,60.58628641014441,15.87347865519608,226128.47805032603,0.6865562975216033
Synthetic_4475,19037,23.2238694301571,398.29743223715434,56.424819748035134,15.788371337309943,196458.29019648506,0.6816109397378148
Synthetic_8890,16884,22.558169638900722,398.5439507827378,57.484268381490715,15.261872153911158,160950.038231713,0.7295926153904857
Synthetic_1633,22942,22.527650596480907,398.5834650530093,60.63522065642206,15.796049868130737,226128.5528668261,0.7657243604559583
Synthetic_5710,16884,22.652070140426186,398.4577405102261,57.430927190838936,15.272269796940712,160949.98728543025,0.5561053869509422
Synthetic_4970,16884,22.607228173183557,398.5150115803948,57.49850242144298,15.365241614743487,160949.92090093557,0.7674691507392007
Synthetic_1410,22942,22.413268817972817,398.6112552466317,60.61752934112519,15.816865819387,226128.62716906334,0.7121984492097757
Synthetic_5195,19037,23.273143841349285,398.28554051955086,56.42960613157721,15.699801080876142,196458.27472624142,0.6599276695448458
Synthetic_6498,16884,22.613634174939534,398.4642069791826,57.54470343586713,15.224683470443413,160949.90970505445,0.6469613191837231
Synthetic_7830,16884,22.676308785993108,398.48888973505535,57.58276288172752,15.281885880042864,160949.95831160824,0.7224932630946304
Synthetic_1396,22942,22.429363665024958,398.5951717390124,60.628287943032596,15.81350354540957,226128.60919764516,0.7736240115818827
Synthetic_2050,19037,23.264607114178336,398.32361654894476,56.44156919116771,15.695568138843484,196458.29467107856,0.6904713680144274
Synthetic_9860,22942,22.446951518179507,398.5266600333407,60.62627569100515,15.761514935425259,226128.58735394818,0.7015402158033736
Synthetic_7271,22942,22.419754492810608,398.66857864142855,60.55589513302001,15.820936837757069,226128.58861010772,0.661593130005528
Synthetic_4765,19037,23.275068839504435,398.33300625930696,56.420003935742564,15.752944019548123,196458.35091162377,0.6819762905059696
Synthetic_7560,19037,23.186336315977787,398.35321107380696,56.3818015668786,15.735762976317222,196458.35104468418,0.6619945780876227
Synthetic_9381,22942,22.459306082168396,398.57296062103757,60.72127627609067,15.893296604318248,226128.5752047266,0.7577252530614833
Synthetic_4013,22942,22.397259810575964,398.52911285761246,60.54034012944306,15.804884065002476,226128.54134093673,0.6314774456776711
Synthetic_9933,22942,22.424303376375263,398.4723641611889,60.6480501385896,15.88717961756105,226128.55558092863,0.7120841311013267
Synthetic_1737,22942,22.40760391236881,398.5468909656676,60.51555326380251,15.859401700520452,226128.58308239715,0.6691364169531409
Synthetic_4193,16884,22.596247061264485,398.4424135905008,57.43112728568333,15.329668428466785,160949.96914915153,0.7245411995285853
Synthetic_9228,19037,23.19254302232696,398.3732479700973,56.39446437435263,15.706613929864904,196458.36860394018,0.7180344694219104
Synthetic_7200,16884,22.576829254038774,398.47123308333323,57.47508755209652,15.253667312974743,160950.07999209786,0.6845350251817672
Synthetic_7195,16884,22.61013278121457,398.43035216399875,57.49900904021023,15.267504881193247,160950.0528105629,0.6840884054441038
Synthetic_9545,16884,22.59534680818453,398.4186966552057,57.55979373482942,15.366477887358387,160949.97820294386,0.6327148913381045
Synthetic_2277,22942,22.485804097474745,398.5511278838493,60.638834348334434,15.833943016980525,226128.557190473,0.7594231035187331
Synthetic_8568,19037,23.216634814935016,398.22483614495695,56.49191716910308,15.719019318109346,196458.36447250185,0.6977784593893201
Synthetic_2813,19037,23.327688717009472,398.35456253348383,56.42615767997319,15.657515581477364,196458.31058087404,0.7062776804289135
Synthetic_8215,19037,23.293087177068035,398.32865347616234,56.47892842939529,15.727298220065387,196458.36774968507,0.7099599971493129
Synthetic_9844,19037,23.281212707910377,398.3800350805882,56.48888132739047,15.764109988127865,196458.3802282373,0.6982680604272428
Synthetic_6994,16884,22.633902293077174,398.50405898274386,57.58493928285904,15.256394675045682,160950.02745210376,0.7004849512364789
Synthetic_2024,16884,22.662287369079134,398.5335480378661,57.56359287632393,15.296169911659895,160949.90249886096,0.68074345622254
Synthetic_5091,22942,22.52045526755897,398.5457947331713,60.53552324429752,15.828416993415983,226128.5146779872,0.6642516717094178
Synthetic_2722,22942,22.53028794099113,398.61476078129374,60.56837904421007,15.840512339178671,226128.51132694524,0.7059169233601583
Synthetic_2058,16884,22.659648709450536,398.34139139062614,57.61139216574673,15.313418305647007,160950.0408605882,0.6175875796978393
Synthetic_9727,16884,22.56339910250375,398.4264078250073,57.462438474972274,15.266649713927567,160949.9570456136,0.6366188958477594
Synthetic_3873,22942,22.37372076593896,398.5792834822172,60.639896686091625,15.922123719692719,226128.62410337167,0.7417815578008814
Synthetic_9920,19037,23.24199217063362,398.2638752144291,56.328278491191185,15.67791271408174,196458.36443438806,0.6883983640785657
Synthetic_8469,19037,23.308845406609784,398.3510928100834,56.40072495017506,15.714582443310077,196458.26536390503,0.6864174341098871
Synthetic_3453,16884,22.52069156234064,398.5847173439971,57.40280053502736,15.24567172588212,160950.0227537769,0.6888134510781025
Synthetic_9759,19037,23.361026703537974,398.26450589469766,56.28548408960885,15.681204355353525,196458.35048258115,0.6534704036158164
Synthetic_8638,16884,22.63598217402688,398.55394973465314,57.496097156422266,15.360625503387716,160950.01401022874,0.7304042707819892
Synthetic_3158,22942,22.567745198915418,398.5391705306848,60.62941763620755,15.790987212406753,226128.59726209703,0.6764873853706319
Synthetic_2226,16884,22.68729720694324,398.4775167026947,57.44306856393103,15.289175260407227,160950.06458746138,0.7022689514011619
Synthetic_1064,19037,23.194136137028803,398.3505329864528,56.360669925161325,15.644299260863496,196458.33282878203,0.6586833321956066
Synthetic_8611,19037,23.278786932495734,398.3516383392324,56.39641853075804,15.671655399318412,196458.35697776475,0.6343434735990001
Synthetic_5998,19037,23.2512168733876,398.3404130443063,56.393789593677724,15.74783011920715,196458.22098952805,0.6581712047499187
Synthetic_2651,16884,22.699729859581023,398.48817091563774,57.46553554379744,15.266124891069879,160950.0120212212,0.6603073891569288
Synthetic_2586,22942,22.49312307842864,398.5357392487423,60.63841871534151,15.832256414140312,226128.61992625875,0.6724625373173889
Synthetic_9925,16884,22.58851383855838,398.5528086054499,57.47607865672943,15.230175689231437,160950.01073537482,0.6832479578493568
Synthetic_1652,16884,22.582378307969897,398.43509246310373,57.46405512864303,15.323922807599702,160950.00795559926,0.6068744548367486
Synthetic_5379,19037,23.24768188665588,398.3356164899589,56.51234453181758,15.704410663950744,196458.35071779304,0.6175715629048535
Synthetic_6854,19037,23.29343947769777,398.33440378202,56.3192088586417,15.721340090564999,196458.3682243991,0.7039312426545694
Synthetic_2434,22942,22.467001327230292,398.5666874715067,60.67742248528913,15.869040829335539,226128.55864948087,0.6234295200484348
Synthetic_8749,22942,22.420371749792476,398.537291012797,60.62793872552772,15.884519027797745,226128.49497673442,0.6963139071245267
Synthetic_7853,22942,22.36252682272533,398.6239152906717,60.66236264221028,15.832523175937864,226128.64596129037,0.6320443342010066
Synthetic_5202,22942,22.476721775922343,398.5235303622729,60.706582553922985,15.836396277700976,226128.50448296624,0.6605172758340421
Synthetic_4263,19038,23.286158305469005,398.35056775904826,56.506287171763674,15.718129788311733,196458.3045587965,0.7573261442173811
Synthetic_2304,22942,22.466855804741606,398.58547170673444,60.68814480597157,15.763892297216183,226128.56925605514,0.7533322294536013
Synthetic_2228,16884,22.634035771428028,398.4402625004959,57.47158213059985,15.314323025174389,160949.92580013818,0.6669747261184821
Synthetic_6987,16884,22.542345432502643,398.45109946181685,57.48109229370896,15.244417774479421,160949.9234423631,0.7331384643781381
Synthetic_2575,22942,22.412353833381367,398.5178825301044,60.621148529617855,15.857359087975716,226128.56129622334,0.6721384536555844
Synthetic_8211,16884,22.560464766320603,398.52175592918314,57.516196408524195,15.336199093153734,160950.0488656128,0.6345446249016564
Synthetic_1725,16884,22.538643384723297,398.47881261469814,57.465980286770375,15.265308108880733,160949.94767055425,0.6619656005277931
Synthetic_6277,16884,22.65226791680466,398.4479326368946,57.480203804895396,15.286498433277718,160949.93447906146,0.6436144946031573
Synthetic_9600,16884,22.656594142337518,398.4752080634669,57.50573136462945,15.324248518872835,160950.05039795963,0.6624925277255308
Synthetic_5905,22942,22.442595122293973,398.52740330703875,60.63617270081749,15.887143873123842,226128.53363042674,0.6435971771139849
Synthetic_2998,16884,22.60990012202572,398.55680054910647,57.528088580395526,15.274868832492109,160950.01857034373,0.7002173365923864
Synthetic_4169,22942,22.52657421992085,398.4939909872922,60.677558354024775,15.845382169042312,226128.5350203141,0.7029215656212056
Synthetic_7702,22942,22.449419931472004,398.54039451003666,60.54865823273519,15.891862095710856,226128.61428651412,0.6848713337548292
Synthetic_2095,16884,22.561293367401763,398.48336776335583,57.56302362332265,15.321448592725813,160950.00108282655,0.6269085457640152
Synthetic_5246,22942,22.467586562833556,398.633466462561,60.59611387814323,15.909601840924184,226128.61253099484,0.6976024900357577
Synthetic_7360,22942,22.41212170365809,398.55667953241624,60.644465398320236,15.756258217431814,226128.61695147265,0.7789765996787644
Synthetic_8156,22942,22.41348653356696,398.5993400203395,60.57777758818057,15.90840694649732,226128.59072302206,0.6673238805933475
Synthetic_1726,16884,22.556952936772806,398.4047674449794,57.611348273840285,15.294480477819828,160950.01972367903,0.6863149862133667
Synthetic_7428,16884,22.638955853540658,398.49133100062437,57.56529598392447,15.324722681371645,160949.92763025296,0.6660147984913034
Synthetic_6849,22942,22.432270496059406,398.5504013611372,60.637031759105774,15.847347884308979,226128.524417795,0.7260018732188134
Synthetic_8939,22942,22.570821927404825,398.59254745355156,60.591199035427124,15.777749299087892,226128.66131545874,0.7036945752335142
Synthetic_8757,22942,22.485330926812843,398.6231617500511,60.59665862581933,15.881661763164567,226128.56354130936,0.7593526028818314
Synthetic_2230,16884,22.721795038438632,398.42156851519115,57.452937784393434,15.340125034732177,160950.00615876837,0.6498374405103853
Synthetic_9685,16884,22.59239857201855,398.4598308561951,57.5218494135834,15.26817293109003,160949.95153805515,0.6310419170851601
Synthetic_5711,16884,22.668695065293097,398.46615114236965,57.5187576845633,15.354386927615034,160949.88984520518,0.6697040739956391
Synthetic_5384,19037,23.188179289756775,398.34168417629587,56.40608892971314,15.639231584528181,196458.37760566283,0.7081976059673949
Synthetic_7650,22942,22.33677869034151,398.53243920731666,60.61365967118924,15.905276760832647,226128.54880443824,0.5913497509008502
Synthetic_8299,22941,22.474859250609807,398.5607682962573,60.64323103163844,15.80951690164763,226128.67677793556,0.7662553877041577
Synthetic_4351,16884,22.52359677315349,398.5331562831339,57.45070740809344,15.280499909529349,160949.99180849688,0.6910433574612187
Synthetic_4643,22942,22.418868574258227,398.57452034590347,60.52582989598799,15.878984899911323,226128.57606538935,0.7168764249971178
Synthetic_9718,22942,22.497824852061555,398.5231936290698,60.57247571264319,15.836140621408688,226128.59982887897,0.670220618883576
Synthetic_9788,16884,22.583902767595973,398.42825647052746,57.54181364851058,15.321637037209372,160950.0465562763,0.6446955950277728
Synthetic_5998,19037,23.176567027589687,398.3065832309908,56.460582962578464,15.671738375023667,196458.27248742207,0.7324245448651017
Synthetic_2571,22942,22.50490654205664,398.5041640941688,60.538514704415334,15.910479259686861,226128.58606560185,0.6801615273818615
Synthetic_8091,16884,22.705025855491343,398.4966377877751,57.5845575145693,15.3489028395414,160950.02515644292,0.6817128574064347
Synthetic_6326,22942,22.471493853139595,398.58058935748323,60.59746496955686,15.84350455614956,226128.62005061342,0.6125970125033366
Synthetic_2389,22942,22.499895238844754,398.5527318807542,60.663405838723705,15.810051984875468,226128.56529399674,0.7007381483327942
Synthetic_5593,16884,22.627533756053957,398.47132489623226,57.48380667762208,15.395041362685859,160949.98324499655,0.6807122513812119
Synthetic_1228,22942,22.54244857974105,398.5295121805859,60.63772815499994,15.892341274014104,226128.5668105116,0.7070452187387732
Synthetic_2625,19038,23.25330404221779,398.42165454852164,56.423875033513276,15.700782362378627,196458.28187648868,0.6062348973195228
Synthetic_1953,19037,23.223724108346488,398.36669911823805,56.416602423694485,15.717400613681107,196458.29437423206,0.6808518732471476
Synthetic_3097,16884,22.647052841772123,398.5307806542814,57.55228282156139,15.287094090454469,160949.91344759078,0.7128921605152814
Synthetic_5047,22942,22.4767448273416,398.5189157438607,60.677186625521685,15.830206971503612,226128.4775479208,0.7281766403049538
Synthetic_4624,22942,22.5075449698793,398.60335631186564,60.54972110695809,15.832388047956297,226128.58860253368,0.7057159208282131
Synthetic_4438,16884,22.625196280115297,398.47190881287423,57.49670142203294,15.236043224788274,160949.93196576697,0.7215066008015506
Synthetic_4107,16884,22.582416819987664,398.4763202410989,57.41855144573565,15.286919670306297,160949.9930941436,0.7087242185458705
Synthetic_1109,16884,22.59776334817894,398.4265477208758,57.51800368345778,15.332719270423366,160950.06908430078,0.7339365423749136
Synthetic_5923,19037,23.232066052311552,398.3504036407682,56.351897192685726,15.729336354146614,196458.26450053012,0.6278555900556801
Synthetic_5141,22942,22.435491335540362,398.60501233830644,60.64115847875003,15.795256480533903,226128.6759300896,0.7258416755282527
Synthetic_2768,22942,22.45933475311154,398.55600842806,60.60548227347227,15.881275554242878,226128.66342064273,0.7245941216419071
Synthetic_6089,16884,22.588260737742868,398.5082652786499,57.54516863706001,15.276317757230267,160950.0168652956,0.6509881816670969
Synthetic_8466,16884,22.623918399242868,398.51803553790364,57.42257209497376,15.2797330550582,160950.04462667997,0.6472043970591818
Synthetic_2895,16884,22.706239478658386,398.4591955305243,57.45907836580482,15.299120558936702,160950.0732164584,0.5734689399511295
Synthetic_1765,22942,22.538607303280244,398.5227593022767,60.553072748202176,15.894268778057327,226128.6190273702,0.6933973663141758
Synthetic_6120,19037,23.20424057860153,398.3028234777042,56.489735045051525,15.683327336402574,196458.302797483,0.7045398755835117
Synthetic_8687,19037,23.31334300635863,398.3384091756122,56.492650789841456,15.748774448418764,196458.29584346013,0.6941528849039376
Synthetic_2310,16884,22.672612260473763,398.5310665947054,57.461109687783875,15.24549483458195,160949.94045310057,0.6260124425070098
Synthetic_6541,19037,23.260554621052123,398.2954162264324,56.43350567925064,15.768750656940846,196458.4003495772,0.7112383276505054
Synthetic_8161,16884,22.59763060363178,398.5729026608913,57.55247132817923,15.332751896247736,160950.06190036965,0.6608768239797717
Synthetic_3312,16884,22.581769754461714,398.556203051133,57.475016957118356,15.347063291369908,160949.91954917638,0.6625021117815834
Synthetic_6441,22942,22.487375469116582,398.55740839822784,60.62670871538054,15.90091636281177,226128.59229607054,0.754137562646332
Synthetic_7465,22942,22.502345445668357,398.56259599118135,60.67808821550234,15.812352099544714,226128.5584918126,0.6937604209431327
Synthetic_7670,16884,22.66299666124622,398.4617771765428,57.51240930424469,15.300454546547053,160949.98055122458,0.6545974125336537
Synthetic_7146,22942,22.49006909935462,398.5806027882042,60.649369670153185,15.894104294085967,226128.59587119246,0.6428002658136551
Synthetic_2462,19037,23.266121895089377,398.28338722101785,56.393301308315394,15.670841714894767,196458.41727316985,0.682404353783007
Synthetic_7630,16884,22.62521307571774,398.5075753532641,57.48420270883562,15.272339230280169,160950.04797489743,0.6963572411781298
Synthetic_8681,22942,22.474028979066865,398.47731588662396,60.52977124751379,15.776277279928893,226128.57010678868,0.6157391234864664
Synthetic_8774,19038,23.302764276909542,398.2742867033665,56.44351542524189,15.678198905412188,196458.27411917737,0.7106777606084509
Synthetic_1737,22942,22.53143760617683,398.55735139550836,60.63331693373448,15.90046468643493,226128.56465404457,0.6537862240046844
Synthetic_8323,22942,22.47331524640513,398.56267096637686,60.501848899005765,15.71611459722888,226128.53176092694,0.6626811815585143
Synthetic_8349,19037,23.280090154666098,398.38499533783374,56.48480882600833,15.794502691117563,196458.44023979647,0.7341948825422928
Synthetic_8286,16884,22.67423657366781,398.4777412407794,57.55702317248702,15.367457422011055,160949.9395818544,0.7413266682644882
Synthetic_8031,22942,22.49459499611227,398.56543481366714,60.66731078237011,15.87197584028091,226128.69237792073,0.7392086230158226
Synthetic_7571,16884,22.63591018139108,398.47563800882654,57.5330049824189,15.208791686536316,160949.95586931612,0.6992818179498902
Synthetic_4952,16884,22.636353763492583,398.5068933470719,57.59652519137396,15.243868960059773,160950.01208391506,0.6667137502062063
Synthetic_4223,22942,22.412139255479858,398.60719785095097,60.53095047911799,15.834585248406807,226128.52874925948,0.695948898935844
Synthetic_8297,16884,22.534348678746305,398.5051704328759,57.47067048823944,15.4979867227939,160950.03189111565,0.6148823402165782
Synthetic_2030,22942,22.46473532509449,398.57937762840726,60.578381155934686,15.817842763047196,226128.5770641065,0.6696784901494016
Synthetic_4434,22942,22.45379900277067,398.54959978899564,60.61007211805941,15.888135540697013,226128.61469641916,0.626743947006051
Synthetic_7184,16884,22.62036592663439,398.5972315306045,57.51733160538795,15.175081094182772,160950.06244571455,0.644305334380155
Synthetic_1741,19037,23.296899433771568,398.3507478121979,56.409613720873665,15.812987991392422,196458.3082634589,0.7259845759919951
Synthetic_7383,22942,22.50155319554601,398.5601841801221,60.74607542215043,15.891100170106448,226128.56874444877,0.7020324700209158
Synthetic_5954,16884,22.60369954746252,398.49002768711557,57.50460416184116,15.316410088517342,160949.96088324,0.6625370182683572
Synthetic_5428,19037,23.239675023308564,398.33835856942744,56.48681284375494,15.586391413768995,196458.36075061263,0.5846491281830036
Synthetic_7807,19037,23.266176578642224,398.39114659183286,56.4002224497953,15.638494437675131,196458.31824868734,0.7017464364438663
Synthetic_8029,16884,22.587366627255804,398.4635936161114,57.59301074512574,15.209544976651392,160949.9268633662,0.6275385138304803
Synthetic_2550,19037,23.346247580398963,398.3651462728109,56.478972848141154,15.65296322385127,196458.3907319354,0.5939816115210979
Synthetic_1117,22942,22.476246218568928,398.6360429147676,60.607780749904606,15.830202093317833,226128.60561529425,0.649589138157857
Synthetic_4962,22942,22.510124531614288,398.53596543710523,60.75255172774728,15.771254145991097,226128.56396846124,0.7105332150582184
Synthetic_7829,22942,22.50954720990544,398.563082018322,60.58301289585096,15.84790754002728,226128.57481511173,0.6886047165938538
Synthetic_1934,22942,22.508798161209004,398.528682410467,60.676494837452054,15.836331581129041,226128.65021913135,0.729244580070332
Synthetic_1981,19037,23.28645498898704,398.3057376984654,56.42150490856839,15.642892743232272,196458.2766616073,0.658279055499669
Synthetic_1935,19037,23.248897148342845,398.3480895661788,56.38132312939561,15.702232387073241,196458.365054427,0.7481242035517772
Synthetic_2648,16884,22.595855606401177,398.4624964133396,57.47585162104429,15.283435812409516,160949.88943249825,0.682456489781846
Synthetic_2487,16884,22.580353376868807,398.3925151278543,57.470514216463904,15.352427702242887,160950.03470946997,0.6789922408485758
Synthetic_3987,19037,23.272722328133987,398.4970997681236,56.40704826386607,15.773963502533269,196458.29156911466,0.5813580314600288
Synthetic_1811,16884,22.580387535182396,398.48806137158607,57.48864485797295,15.250615395947653,160949.97748301324,0.6065329814372588
Synthetic_7849,22942,22.438395041599264,398.4308994615165,60.64755254780417,15.86267073314679,226128.61678270553,0.6926418723823081
Synthetic_5577,16884,22.5730416102922,398.54842086633363,57.514450690683034,15.183251696713617,160950.01255741395,0.6167278984746766
Synthetic_1733,22942,22.47507687573427,398.56579506409895,60.68477328263127,15.935493724480912,226128.5872469322,0.6362797510333928
Synthetic_9962,22942,22.52598381516082,398.5972281320463,60.6337764636337,15.807141087090985,226128.65797746184,0.6077470005656889
Synthetic_7324,19037,23.268332777621044,398.3511335311296,56.508812210920304,15.70544614022247,196458.2618260575,0.6595648282574698
Synthetic_5122,16884,22.555009897968436,398.4869108896495,57.55566897874636,15.340844640287198,160949.9419376964,0.5869584097235042
Synthetic_4508,19037,23.309216125405833,398.3043433335989,56.420180387302636,15.669607543371962,196458.23987674536,0.6562707561682132
Synthetic_5248,16884,22.658298576216854,398.50794670335785,57.546713927140985,15.222358477823896,160950.04628466503,0.7471798372858843
Synthetic_5903,22942,22.451399639993472,398.50532394959987,60.63811483583807,15.88797058503238,226128.66546103542,0.761596888054852
Synthetic_8448,22942,22.533477989964048,398.53027341148083,60.67437876662287,15.838299509658414,226128.57754739246,0.6761868622829128
Synthetic_7390,19037,23.337230416654094,398.2765681041322,56.43450017714744,15.770185803169802,196458.2308425595,0.6458719293022018
Synthetic_4919,16884,22.591680780060198,398.5268977401629,57.42671322225676,15.248523740650315,160949.93020629708,0.5943887966838947
Synthetic_8836,19037,23.27999039535143,398.3184610158749,56.42989541056604,15.748500026939269,196458.35550772198,0.7332662787356632
Synthetic_1941,22942,22.563834660201348,398.6978067085872,60.55334291730102,15.81107037156209,226128.6102886016,0.7222634951834124
Synthetic_5118,16884,22.621393236367915,398.44032942975593,57.43356931462144,15.235702938133604,160949.96344076956,0.6524079863187965
Synthetic_8264,16884,22.57340430420268,398.4767637954165,57.47350460401729,15.385785338011315,160949.89991637165,0.6469690892603839
Synthetic_6131,19037,23.235123247213423,398.34794987375824,56.4501361653679,15.649107228474026,196458.29865029393,0.7079336812621804
Synthetic_1142,22942,22.47844923735174,398.4703044927007,60.563761460170035,15.785434090807426,226128.6176379579,0.680314031669255
Synthetic_1921,16884,22.60664776651237,398.4909507433781,57.49951131354469,15.278460724095318,160949.9649477084,0.6002968775438198
Synthetic_6672,22942,22.509983419183598,398.55371950633145,60.61099132738242,15.815223192707661,226128.55489127006,0.6823688608833162
Synthetic_2614,16884,22.586074191693793,398.44748089907904,57.49331682150411,15.196622515988176,160950.00500527286,0.7150555430494083
Synthetic_3920,19037,23.33021459083195,398.38474002520195,56.455169414646186,15.736046776539926,196458.38641071634,0.7620501518044108
Synthetic_6208,16884,22.630331773690628,398.4816675151735,57.61290311127929,15.32008569948446,160950.02371015455,0.6646993970054142
Synthetic_1123,19037,23.260219833571153,398.26578284664726,56.45665159775048,15.706215224592162,196458.3369847702,0.586216474011124
Synthetic_3089,16884,22.70895492195887,398.49086653511773,57.58547093826478,15.363191612043202,160949.9408571711,0.5980162614880239
Synthetic_6031,22942,22.43564596160765,398.62477463470276,60.648512030017685,15.84566337501558,226128.66491950947,0.6147196568975554
Synthetic_1908,22942,22.528823870150884,398.53512382458456,60.60640927908084,15.79902905982464,226128.48651383593,0.6850042162396982
Synthetic_7985,19037,23.255410112614854,398.3309149029487,56.43581456062019,15.6930114420765,196458.3420251252,0.7537396245851217
